user_name,review_text,rating,label,cleaned_review_text,tokenized_review,review_length,all_caps_ratio,sentiment,relevancy_score,emotions
Lucy Meeks,We purchased a truck which was older but in decent shape. The price on the windshield was $5000 but our paperwork purchase price showed almost $2000 more with no explanation. The check engine light was on and we asked that it be checked. We were told it was an oxygen sensor. A week later we took the truck to AutoZone and the code was actually a knock sensor. Estimate to fix was $480. Today while mechanic started working on it the problem was actually discovered to be all eight cylinders misfiring. All coil wires and distributor need replacing for a cost of nearly $1000. I understand that it was purchased as is but it seems we were rushed into a purchase at the end of the day. We were treated nicely by all staff just seemed a little rushed,3,Valid,we purchased a truck which was older but in decent shape the price on the windshield was  but our paperwork purchase price showed almost  more with no explanation the check engine light was on and we asked that it be checked we were told it was an oxygen sensor a week later we took the truck to autozone and the code was actually a knock sensor estimate to fix was  today while mechanic started working on it the problem was actually discovered to be all eight cylinders misfiring all coil wires and distributor need replacing for a cost of nearly  i understand that it was purchased as is but it seems we were rushed into a purchase at the end of the day we were treated nicely by all staff just seemed a little rushed,"['purchased', 'truck', 'older', 'decent', 'shape', 'price', 'windshield', ' ', 'paperwork', 'purchase', 'price', 'showed', ' ', 'explanation', 'check', 'engine', 'light', 'asked', 'checked', 'told', 'oxygen', 'sensor', 'week', 'later', 'took', 'truck', 'autozone', 'code', 'actually', 'knock', 'sensor', 'estimate', 'fix', ' ', 'today', 'mechanic', 'started', 'working', 'problem', 'actually', 'discovered', 'cylinders', 'misfiring', 'coil', 'wires', 'distributor', 'need', 'replacing', 'cost', 'nearly', ' ', 'understand', 'purchased', 'rushed', 'purchase', 'end', 'day', 'treated', 'nicely', 'staff', 'little', 'rushed']",62,0.014388489208633094,NEGATIVE,100,neutral
Natalie Hodgson,"We purchased a used vehicle over the internet and they delivered it to us. When we received it we had to put 3 new tires on it, the windshield has a crack in it, the first time we drove it 4 service lights came on. One of the interior window seals was patched with black duck tape. Before purchasing we asked about everything and was even given a video phone call tour of the vehicle. We understand we purchased a used vehicle and it is as is but if we would have drove the vehicle ahead of time we would have never purchased with all the issues and cover ups. Moral of this is do not trust this dealership.",1,Rant,we purchased a used vehicle over the internet and they delivered it to us when we received it we had to put  new tires on it the windshield has a crack in it the first time we drove it  service lights came on one of the interior window seals was patched with black duck tape before purchasing we asked about everything and was even given a video phone call tour of the vehicle we understand we purchased a used vehicle and it is as is but if we would have drove the vehicle ahead of time we would have never purchased with all the issues and cover ups moral of this is do not trust this dealership,"['purchased', 'vehicle', 'internet', 'delivered', 'received', ' ', 'new', 'tires', 'windshield', 'crack', 'time', 'drove', ' ', 'service', 'lights', 'came', 'interior', 'window', 'seals', 'patched', 'black', 'duck', 'tape', 'purchasing', 'asked', 'given', 'video', 'phone', 'tour', 'vehicle', 'understand', 'purchased', 'vehicle', 'drove', 'vehicle', 'ahead', 'time', 'purchased', 'issues', 'cover', 'ups', 'moral', 'trust', 'dealership']",44,0.0,NEGATIVE,99,neutral
Daniel Armstrong,"I dropped by before work,to look at a car that I was interested in, and thought was in my budget. I spoke with Troy. The guy is psyschic. He arranged for financincing that I could afford, then walked me out to my dream car. He sent me to work yesterday with the biggest smile that I've had in years.
I highly recommend Everage Auto, and espescially Troy, if you're looking for a new ride. Best experience I've ever had at a car dealer!",5,Valid,"i dropped by before workto look at a car that i was interested in and thought was in my budget i spoke with troy the guy is psyschic he arranged for financincing that i could afford then walked me out to my dream car he sent me to work yesterday with the biggest smile that ive had in years
i highly recommend everage auto and espescially troy if youre looking for a new ride best experience ive ever had at a car dealer","['dropped', 'workto', 'look', 'car', 'interested', 'thought', 'budget', 'spoke', 'troy', 'guy', 'psyschic', 'arranged', 'financincing', 'afford', 'walked', 'dream', 'car', 'sent', 'work', 'yesterday', 'biggest', 'smile', 've', 'years', '\n', 'highly', 'recommend', 'everage', 'auto', 'espescially', 'troy', 'looking', 'new', 'ride', 'best', 'experience', 've', 'car', 'dealer']",39,0.060240963855421686,POSITIVE,80,admiration
Charlie Kresal,By far the best experience I have had with a car dealership! In love with my 2017 Chevy Trax purchase. Thank you for giving my husband and I an opportunity for a great car!,5,Valid,by far the best experience i have had with a car dealership in love with my  chevy trax purchase thank you for giving my husband and i an opportunity for a great car,"['far', 'best', 'experience', 'car', 'dealership', 'love', ' ', 'chevy', 'trax', 'purchase', 'thank', 'giving', 'husband', 'opportunity', 'great', 'car']",16,0.058823529411764705,POSITIVE,55,"admiration, love"
Chris Straley,"The staff was very friendly, and helpful. Got a very nice vehicle. I would recommend everage to anyone looking to get into a new vehicle!!!",5,Valid,the staff was very friendly and helpful got a very nice vehicle i would recommend everage to anyone looking to get into a new vehicle,"['staff', 'friendly', 'helpful', 'got', 'nice', 'vehicle', 'recommend', 'everage', 'looking', 'new', 'vehicle']",11,0.04,POSITIVE,51,admiration
Skip Weinreich,Craig is a good guy.  Will go out of his way to help someone.  Prices are fair and good cars in all price ranges.  Keep it up Craig!,5,Valid,craig is a good guy  will go out of his way to help someone  prices are fair and good cars in all price ranges  keep it up craig,"['craig', 'good', 'guy', ' ', 'way', 'help', ' ', 'prices', 'fair', 'good', 'cars', 'price', 'ranges', ' ', 'craig']",15,0.0,POSITIVE,53,admiration
Paul Simpson,"Bought a 18 Silverado with 55k miles on it , nothing but problems from day one well tonight it left on a tow truck ... go somewhere else if you want a car",1,Rant,bought a  silverado with k miles on it  nothing but problems from day one well tonight it left on a tow truck  go somewhere else if you want a car,"['bought', ' ', 'silverado', 'k', 'miles', ' ', 'problems', 'day', 'tonight', 'left', 'tow', 'truck', ' ', 'want', 'car']",15,0.0,NEGATIVE,56,none
verlena boyd-patrick,Have bought 5 cars from Craig. I still have 3 of them and am picking up a 2011 tomorrow. Any issues we've had from the beginning had been fixed at no charge to us. We won't even trade in the older cars because they run so good.,5,Valid,have bought  cars from craig i still have  of them and am picking up a  tomorrow any issues weve had from the beginning had been fixed at no charge to us we wont even trade in the older cars because they run so good,"['bought', ' ', 'cars', 'craig', ' ', 'picking', ' ', 'tomorrow', 'issues', 've', 'beginning', 'fixed', 'charge', 'wo', 'nt', 'trade', 'older', 'cars', 'run', 'good']",20,0.02127659574468085,POSITIVE,43,neutral
Eric Schwartz,Made things right and turned out great!!!,5,Valid,made things right and turned out great,"['things', 'right', 'turned', 'great']",4,0.0,POSITIVE,43,admiration
Laura Rodgers,We love the SUV we bought. Haven't had no problems  so far. Friendly personal people  work there.,5,Valid,we love the suv we bought havent had no problems  so far friendly personal people  work there,"['love', 'suv', 'bought', 'nt', 'problems', ' ', 'far', 'friendly', 'personal', 'people', ' ', 'work']",12,0.058823529411764705,POSITIVE,47,none
Sue Austin,"My daughter and I are return customers to Everage Auto, Craig has always treated us fairly and has stood behind anything he has sold.  I would definitely recommend this auto lot to anyone looking for a car,truck or van
He has a great selection and variety of prices.",5,Valid,"my daughter and i are return customers to everage auto craig has always treated us fairly and has stood behind anything he has sold  i would definitely recommend this auto lot to anyone looking for a cartruck or van
he has a great selection and variety of prices","['daughter', 'return', 'customers', 'everage', 'auto', 'craig', 'treated', 'fairly', 'stood', 'sold', ' ', 'definitely', 'recommend', 'auto', 'lot', 'looking', 'cartruck', 'van', '\n', 'great', 'selection', 'variety', 'prices']",23,0.041666666666666664,POSITIVE,63,approval
Dennis Price,"Do not buy a car here. I haven't even put plates on the vehicle yet and the brakes gave out while my wife was driving. Dangerous vehicles. The dash lit up like a goddam Christmas tree the other day. The brakes are out, TPM lit up, skid control went out, check engine light is on. Do not, do not, do not buy a vehicle here.",1,Rant,do not buy a car here i havent even put plates on the vehicle yet and the brakes gave out while my wife was driving dangerous vehicles the dash lit up like a goddam christmas tree the other day the brakes are out tpm lit up skid control went out check engine light is on do not do not do not buy a vehicle here,"['buy', 'car', 'nt', 'plates', 'vehicle', 'brakes', 'gave', 'wife', 'driving', 'dangerous', 'vehicles', 'dash', 'lit', 'like', 'goddam', 'christmas', 'tree', 'day', 'brakes', 'tpm', 'lit', 'skid', 'control', 'went', 'check', 'engine', 'light', 'buy', 'vehicle']",29,0.03076923076923077,NEGATIVE,71,none
